approach,mean_f1,mean_mcc,mean_pr_auc,mean_precision,mean_recall,mean_roc_auc,metrics,name,std_f1,std_mcc,std_pr_auc,std_precision,std_recall,std_roc_auc
RF,0.14976227475,0.029959078525,0.2492881898,0.11362103175,0.3104166666625,0.467232946025,delta,AlbanAndrieu/ansible-jenkins-slave,0.108836654759643,0.116362677889078,0.174052264385071,0.087831764055699,0.323539146572499,0.217286901256546
RF,0.6071428571375,0.5812783343,0.718384876825,0.8104166666625,0.5687500000125,0.865142819875,ico-process,AlbanAndrieu/ansible-jenkins-slave,0.305727636545928,0.360524053780942,0.236043937211986,0.361098137749684,0.256725024283325,0.178098702260962
RF,0.1608368347375,-0.0644560193375,0.35455560105,0.0968456028625,0.55625,0.5088064135,delta-process,AlbanAndrieu/ansible-jenkins-slave,0.087235708787048,0.143448463437631,0.155930579818205,0.055241101084615,0.314584318830371,0.200338829539861
RF,0.85242421503871,0.845454512448387,0.87382935676129,0.861827956990322,0.872043010758065,0.953745169858065,ico-delta,StackStorm/ansible-st2,0.191564897373198,0.209962485484237,0.176466807858903,0.22542936597679,0.198996887033672,0.104335883503045
RF,0.855901177674194,0.853460522890323,0.881814010383871,0.862072336267742,0.890860215058065,0.947586878096774,ico,StackStorm/ansible-st2,0.196796719347305,0.20751997397639,0.171646008850678,0.236606481008869,0.196017700899963,0.11840368872018
RF,0.012903225806452,0.009715045412903,0.507988137648387,0.032258064516129,0.008064516129032,0.497435185109678,process,StackStorm/ansible-st2,0.07184212081071,0.088406232974428,0.124123161465113,0.179605302026775,0.044901325506694,0.152366889471423
RF,0.012903225806452,0.002663316603226,0.43524810973871,0.016129032258065,0.010752688170968,0.483454675751613,delta,StackStorm/ansible-st2,0.07184212081071,0.060275551321785,0.207316164765227,0.089802651013388,0.059868434002938,0.180580932030216
RF,0.824103942648387,0.823008275074194,0.859145265467742,0.840566959922581,0.863978494629032,0.956556905141936,ico-process,StackStorm/ansible-st2,0.198096042754525,0.20675084709355,0.168762646428705,0.244995427231785,0.20892568118987,0.101212465645258
RF,0,-0.007169934983871,0.488424218890323,0,0,0.500096858151613,delta-process,StackStorm/ansible-st2,0,0.024134807942281,0.1464268938341,0,0,0.13586743039338
RF,1,1,1,1,1,1,ico-delta,plone/ansible.plone_server,0,0,0,0,0,0
RF,1,1,1,1,1,1,ico,plone/ansible.plone_server,0,0,0,0,0,0
RF,0.44108527132093,0.424023586060465,0.759302325588372,0.414728682169767,0.511627906976744,0.812790697674419,process,plone/ansible.plone_server,0.462443316093377,0.468502475826472,0.201155798075085,0.458779859001678,0.505780538858873,0.246364766163192
RF,0.441860465118605,0.431816841288372,0.755813953497674,0.414728682167442,0.511627906976744,0.726744186046512,delta,plone/ansible.plone_server,0.461312426312895,0.459432999501213,0.209398348285528,0.457697384233211,0.505780538858873,0.271755500493967
RF,1,1,1,1,1,1,ico-process,plone/ansible.plone_server,0,0,0,0,0,0
RF,0.464341085274419,0.442628237223256,0.755426356595349,0.437984496123256,0.534883720930232,0.793604651162791,delta-process,plone/ansible.plone_server,0.464871567224578,0.477230364541703,0.227520303478768,0.46258597915832,0.504684588407751,0.237865822474901
RF,0.883333333335,0.874250841055,0.908333333335,0.85833333333,0.95,0.984444444445,ico-delta,Graylog2/graylog-ansible-role,0.265457786204417,0.300584719755963,0.224422585933819,0.302402659420741,0.223606797749979,0.050003248756236
RF,0.933333333335,0.923333333335,0.941666666665,0.925,0.95,0.984444444445,ico,Graylog2/graylog-ansible-role,0.231950791310803,0.274682166142544,0.209601403957663,0.244680242464796,0.223606797749979,0.050003248756236
RF,0.38523809524,0.273352509495,0.629166666655,0.34166666667,0.55,0.62527777778,process,Graylog2/graylog-ansible-role,0.423269628798491,0.535364684747305,0.299591583596643,0.419638524478916,0.51041778553404,0.309536664578402
RF,0.083333333335,0.048150985715,0.50833333332,0.075,0.1,0.517500000005,delta,Graylog2/graylog-ansible-role,0.26213250522292,0.288217846106458,0.25658007197166,0.244680242464796,0.307793505625546,0.226372250312857
RF,0.9,0.884444444445,0.906666666665,0.9,0.9,0.984444444445,ico-process,Graylog2/graylog-ansible-role,0.307793505625546,0.355964676900553,0.28732482586516,0.307793505625546,0.307793505625546,0.050003248756236
RF,0.26666666667,0.235852509495,0.606666666655,0.25,0.3,0.60527777778,delta-process,Graylog2/graylog-ansible-role,0.427148850348077,0.445154930573233,0.285025904230553,0.413585095934256,0.470162345981627,0.310877235610176
RF,0.84092261904375,0.748961760075,0.877790178575,0.85416666666875,0.8489583333375,0.9241071428625,ico-delta,dj-wasabi/ansible-zabbix-server,0.25574165374456,0.368403149599512,0.232070269355258,0.260874597373378,0.279249573092697,0.177689621712621
RF,0.86845238094375,0.8062534267375,0.90197172619375,0.890625,0.86979166666875,0.918898809525,ico,dj-wasabi/ansible-zabbix-server,0.252437100671197,0.348853079495625,0.23028219718716,0.257694101601104,0.277169472824415,0.179137660474491
RF,0.3985119047625,0.12958219555625,0.691480654775,0.441369047625,0.4427083333375,0.52604166666875,process,dj-wasabi/ansible-zabbix-server,0.295129108152243,0.273762965159069,0.19204164723332,0.367482986378747,0.3760402239169,0.237109815943839
RF,0.321130952375,0.125436807625,0.6134672619125,0.42187500000625,0.32291666666875,0.56026785714375,delta,dj-wasabi/ansible-zabbix-server,0.294879294265231,0.313078640408885,0.255379284105807,0.391422796422001,0.349437378487893,0.231484363163617
RF,0.843005952375,0.7692393295,0.8882068452375,0.875,0.84895833333125,0.92410714285625,ico-process,dj-wasabi/ansible-zabbix-server,0.269627088783335,0.37045234866042,0.231727774893897,0.258198889747161,0.304622945444332,0.180276253540975
RF,0.43363095238125,0.1299847456875,0.6681919643,0.5011904762,0.47916666666875,0.55729166668125,delta-process,dj-wasabi/ansible-zabbix-server,0.288439221381766,0.313444420721651,0.234150654790546,0.372454829679805,0.383091711293228,0.259484442544205
RF,0.9145833333375,0.858253175475,0.94270833333125,0.91666666666875,0.9375,0.96875,ico-delta,idealista/java_role,0.162375308278497,0.28453749473244,0.113727867201772,0.182574185832013,0.170782512765993,0.085391256382997
