roc_auc,std_roc_auc,pr_auc,std_pr_auc,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc,approach,name
0.9449167385896824,0.08759670825107971,0.7934539129341105,0.2329706453425101,0.7127206127206127,0.2631940299910801,0.9166666666666666,0.15214515486254615,0.7644278280641916,0.19841184412605808,0.7737756336463743,0.19167585901031212,CART,tenforwardconsulting/subspace
0.9656591532348624,0.06657835999154313,0.8743575912412963,0.14337625513854127,0.9454545454545454,0.15490155053493398,0.8005050505050504,0.17520958342122886,0.8546176046176046,0.1496335791066584,0.8578154820352502,0.14933050274076548,RF,tenforwardconsulting/subspace
0.7476190476190477,0.27174167404902394,0.8261224489795918,0.16157237360585194,0.4595238095238095,0.4086230403631766,0.5428571428571428,0.4746642207381758,0.4938775510204082,0.4321521937164547,0.2788573597632139,0.5041263083897243,NB,antoiner77/caddy-ansible
0.7327380952380953,0.29781303201978304,0.8539795918367347,0.15921722566336335,0.7125850340136053,0.3336022100363896,0.5833333333333334,0.3857583749052298,0.5794063079777365,0.3047641761755865,0.3200487165601577,0.4880728199066172,LR,antoiner77/caddy-ansible
0.8759920634920635,0.1305232868888038,0.8968253968253969,0.11283805343878844,0.7,0.3422613871631697,0.7333333333333333,0.3754362541795623,0.703968253968254,0.3451185708077033,0.5645867154402375,0.3967774148548282,SVM,antoiner77/caddy-ansible
0.7392857142857142,0.2517681238930314,0.8174036281179138,0.14253087404595433,0.7738095238095237,0.34131598063884405,0.6690476190476191,0.3112224452555423,0.7129251700680271,0.3175231554265499,0.4676954778064594,0.546190838538033,CART,antoiner77/caddy-ansible
0.8646825396825397,0.21442015183213495,0.9267857142857142,0.11277209473745675,0.7244897959183673,0.35903289970937097,0.65,0.3381790640549461,0.667614924757782,0.3237669223068796,0.4189874950717601,0.5223349813242345,RF,antoiner77/caddy-ansible
0.7760948331719578,0.201904305350066,0.6814731924475992,0.2222031997489631,0.5026286845393042,0.20217859642156527,0.7785795087265677,0.2642210666200142,0.5879884633432418,0.1775512268419408,0.3811806574268036,0.20721976901292388,NB,sensu/sensu-ansible
0.8743224063450827,0.2241739279971231,0.8375559766264883,0.2446881146783129,0.7019965285832159,0.2127206824104306,0.8127450980392157,0.2529130770576562,0.7493354710113309,0.2229633947885758,0.648886153585244,0.2427229134800048,LR,sensu/sensu-ansible
0.8380298189900247,0.2374611732533609,0.7895144378555604,0.2707414380760477,0.5805711551875234,0.3786805187329927,0.6594645550527904,0.4172444594086329,0.6011180231403557,0.3813288052101621,0.4985168421399362,0.4242452133006784,SVM,sensu/sensu-ansible
0.8655547014992718,0.16761120643227262,0.759859366248237,0.2354797534948169,0.8079521707536141,0.2569714117567377,0.826734539969834,0.2729895291656127,0.8041258991812901,0.2431326409827839,0.7473250095930151,0.2650663888351783,CART,sensu/sensu-ansible
0.9543370766543259,0.09176638546703976,0.902908146994276,0.24475048166001964,0.8794980785931011,0.2639838190435917,0.7806184012066365,0.25906241941906377,0.8182720231607885,0.2454504514339983,0.7745880581065807,0.26897889116381685,RF,sensu/sensu-ansible
0.7694366496598639,0.10542466087351504,0.21853493728493728,0.057803886959838464,0.17056277056277055,0.06363857227371393,0.55,0.04999999999999999,0.25560897435897434,0.07552056765579329,0.1571288914307203,0.1009487521463288,NB,vitabaks/postgresql_cluster
0.7831675170068026,0.2075648349707988,0.6482894377263101,0.270269236544621,0.5371212121212121,0.3697427629363443,0.675,0.2384848003542364,0.4822802197802198,0.21984558608992325,0.4962060161237616,0.20305453933047915,LR,vitabaks/postgresql_cluster
0.9235161564625852,0.103997554920067,0.6888636363636363,0.3417473448387213,0.5,0.5,0.3,0.3,0.375,0.375,0.3647959183673469,0.38547429365703145,SVM,vitabaks/postgresql_cluster
0.9225552721088436,0.1174590527076446,0.6611519607843137,0.3206683084551415,0.6875,0.27873100333874273,0.875,0.21650635094610965,0.7606060606060606,0.25664716751805644,0.7551367277948445,0.2621964307987799,CART,vitabaks/postgresql_cluster
0.9620450680272108,0.054852578910285714,0.8416666666666666,0.17057907908715603,0.42063492063492064,0.2192976488833032,0.875,0.21650635094610965,0.5520334928229664,0.23978695835291425,0.544288983072272,0.2429311381679481,RF,vitabaks/postgresql_cluster
0.9807692307692308,0.09615384615384613,0.9743589743589745,0.1282051282051282,0.9615384615384616,0.19230769230769226,0.9615384615384616,0.19230769230769226,0.9615384615384616,0.19230769230769226,0.9615384615384616,0.19230769230769226,NB,cloudalchemy/ansible-blackbox-exporter
1.0,0.0,1.0,0.0,0.9807692307692308,0.09615384615384613,1.0,0.0,0.9871794871794872,0.0641025641025641,0.9807692307692308,0.09615384615384613,LR,cloudalchemy/ansible-blackbox-exporter
0.9807692307692308,0.09615384615384613,0.9807692307692308,0.09615384615384613,0.9423076923076924,0.15974276659457834,1.0,0.0,0.9615384615384616,0.10649517772971892,0.9423076923076924,0.15974276659457834,SVM,cloudalchemy/ansible-blackbox-exporter
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,CART,cloudalchemy/ansible-blackbox-exporter
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,RF,cloudalchemy/ansible-blackbox-exporter
0.9375,0.16535945694153692,0.8958333333333334,0.2755990949025615,0.875,0.33071891388307384,0.875,0.33071891388307384,0.875,0.33071891388307384,0.875,0.33071891388307384,NB,cloudalchemy/ansible-pushgateway
1.0,0.0,1.0,0.0,0.875,0.33071891388307384,0.875,0.33071891388307384,0.875,0.33071891388307384,0.875,0.33071891388307384,LR,cloudalchemy/ansible-pushgateway
1.0,0.0,1.0,0.0,0.7916666666666667,0.3703414340548162,0.875,0.33071891388307384,0.8125,0.34798527267687634,0.8059016994374948,0.3542914772383861,SVM,cloudalchemy/ansible-pushgateway
0.9375,0.16535945694153692,0.8958333333333334,0.2755990949025615,0.875,0.33071891388307384,0.875,0.33071891388307384,0.875,0.33071891388307384,0.875,0.33071891388307384,CART,cloudalchemy/ansible-pushgateway
1.0,0.0,1.0,0.0,0.875,0.33071891388307384,0.875,0.33071891388307384,0.875,0.33071891388307384,0.875,0.33071891388307384,RF,cloudalchemy/ansible-pushgateway
0.8781073446327683,0.210139897717504,0.8135593220338984,0.2767892413835475,0.6562146892655367,0.3167469167580813,0.923728813559322,0.24029570980945464,0.7330912025827279,0.2757412278614584,0.405060947687919,0.4808410491356485,NB,cloudalchemy/ansible-node-exporter
0.9538135593220338,0.13195190117207273,0.9449152542372882,0.15617407344819564,0.8771186440677966,0.2685473635851913,0.9067796610169492,0.2342419484929704,0.8723163841807908,0.2448068951410133,0.8390499507148212,0.3045741699923816,LR,cloudalchemy/ansible-node-exporter
0.9588983050847456,0.12628682646855982,0.9477401129943503,0.15788913686420475,0.9011299435028248,0.2359391301448712,0.9322033898305084,0.21506063627880545,0.9005649717514123,0.2130834982554156,0.8730145290460566,0.271204437212516,SVM,cloudalchemy/ansible-node-exporter
0.9679378531073444,0.0899860519548815,0.9307909604519776,0.17902786133688542,0.9307909604519776,0.20130959094401216,0.9661016949152542,0.15580318907500199,0.935593220338983,0.17572710468583905,0.9236957866524412,0.19717121798262946,CART,cloudalchemy/ansible-node-exporter
0.9838983050847456,0.07559968050225158,0.984463276836158,0.07433727325955236,0.9378531073446328,0.19382730845659252,0.9576271186440678,0.16692979325078144,0.9350282485875706,0.1736311792161504,0.9227204361128416,0.19791614619038367,RF,cloudalchemy/ansible-node-exporter
0.8971080669710807,0.20274320943239085,0.8657534246575342,0.25146284968435545,0.641552511415525,0.3937015852931484,0.6849315068493149,0.3955244710265529,0.6365296803652968,0.3646546867866692,0.5879887131222705,0.3908239988160367,NB,cloudalchemy/ansible-prometheus
0.9295662100456624,0.17366117686812027,0.9118721461187214,0.19238706094244756,0.7420091324200914,0.32264967488281626,0.8561643835616439,0.3013352685277884,0.7590998043052837,0.2805998380916161,0.7113062125438052,0.3333254818750153,LR,cloudalchemy/ansible-prometheus
0.9442161339421612,0.14887945617500753,0.9148401826484018,0.1968465558338526,0.7785388127853882,0.320595425069915,0.8767123287671232,0.29843248175188986,0.7963470319634705,0.2890998807686453,0.7632407184523965,0.33875407166435184,SVM,cloudalchemy/ansible-prometheus
0.9478310502283104,0.1254446232229523,0.9018264840182648,0.20888851402724007,0.9075342465753424,0.2419014148145325,0.9315068493150684,0.2186780826565969,0.9068493150684932,0.22309289204559168,0.8899337403994629,0.25454105615077777,CART,cloudalchemy/ansible-prometheus
0.99117199391172,0.04648871282134534,0.985159817351598,0.08200130135190854,0.9223744292237444,0.21383323240124374,0.9406392694063924,0.2071217978089813,0.9164383561643836,0.20362941895503328,0.9030734382044964,0.2363121853044409,RF,cloudalchemy/ansible-prometheus
0.8664847883597884,0.16695232233084195,0.6807016594516593,0.29932541943216645,0.5477579365079366,0.3571478749280075,0.7736111111111111,0.2926932990075971,0.5599771524771524,0.27560236792192666,0.4534589750280922,0.3466650555599012,NB,cloudalchemy/ansible-grafana
0.8917956349206348,0.19036676277252607,0.8439920033670034,0.2346370753738984,0.6736111111111112,0.3244409959862397,0.8958333333333334,0.24467713041505976,0.7302777777777776,0.2844617911864417,0.6710317522812709,0.3320545545365285,LR,cloudalchemy/ansible-grafana
0.940330687830688,0.13038263839219508,0.8594179894179894,0.2423311672356913,0.7541666666666667,0.3983254880677916,0.7097222222222221,0.3960136041746015,0.7138888888888888,0.3831921179963552,0.6948597074862235,0.3877067968921263,SVM,cloudalchemy/ansible-grafana
0.9216203703703704,0.17056896245305286,0.8462677368927367,0.26486288573582795,0.8486111111111111,0.2900716971822188,0.8847222222222222,0.2854867783580948,0.8468650793650793,0.2799604130808787,0.8210210147377809,0.3268602165982753,CART,cloudalchemy/ansible-grafana
0.9638756613756616,0.1234688274397482,0.9420568783068785,0.17068066465204612,0.8527777777777777,0.26586975833114546,0.9,0.26078584942296856,0.8567063492063492,0.2536511506195712,0.8340853876797859,0.2881721692531106,RF,cloudalchemy/ansible-grafana
0.8408333333333333,0.1917010838664079,0.7104761904761905,0.26102275728103497,0.6366666666666667,0.3572891763761611,0.725,0.3699662146737186,0.6302380952380953,0.3094149075820582,0.5560962846444979,0.3524418470300015,NB,cloudalchemy/ansible-alertmanager
0.96875,0.1109264959331178,0.9641666666666666,0.12340932343672872,0.8666666666666666,0.20816659994661327,0.95,0.15,0.8883333333333333,0.16202708964175644,0.8603538691421011,0.20916393853996296,LR,cloudalchemy/ansible-alertmanager
0.96875,0.06702378309227255,0.9541666666666666,0.10366546087187277,0.85,0.229128784747792,0.85,0.229128784747792,0.8333333333333333,0.21081851067789195,0.7771431910234465,0.29896788118329404,SVM,cloudalchemy/ansible-alertmanager
0.92875,0.13607787292576262,0.8541666666666666,0.25396166596117964,0.8666666666666666,0.2333333333333334,0.925,0.17853571071357124,0.8833333333333332,0.2048034287907418,0.8414834563766818,0.285097514272491,CART,cloudalchemy/ansible-alertmanager
0.9760416666666666,0.05791329426632349,0.9458333333333332,0.14012643100666866,0.7916666666666667,0.2680951323690902,0.975,0.10897247358851686,0.8466666666666665,0.2039607805437114,0.8166094477928347,0.24357661080456194,RF,cloudalchemy/ansible-alertmanager
0.5925556616759634,0.08834999046942657,0.0858724941743895,0.045644999184443584,0.0904359062585786,0.04687740547449095,0.8206168831168832,0.11008779883584513,0.15982858828550628,0.07742220780347504,0.11563537488400975,0.08924975216014486,NB,integr8ly/installation
0.6882024990667505,0.2172781195285189,0.40389370348422976,0.2963176664943634,0.1743859649122807,0.1347418675963367,0.4902597402597403,0.35695279771645577,0.25490123911176543,0.1960044689530203,0.2150284973828308,0.22360335450764132,LR,integr8ly/installation
0.6567376122180861,0.17202595809752497,0.38230381656058665,0.2374183625295601,0.5132575757575758,0.4871033916811993,0.4346590909090909,0.3595630347098434,0.2948768258120776,0.2471336371586658,0.29600515060375515,0.2954793180353673,SVM,integr8ly/installation
0.7118641477026648,0.20534687372114144,0.3891932636999391,0.3505787655665239,0.5,0.5,0.26988636363636365,0.2765329876978947,0.3485576923076923,0.3522680502344434,0.3341147232308605,0.3853044262532187,CART,integr8ly/installation
0.7519630146662876,0.21444128303848525,0.4500467598719392,0.3266063670407192,0.25,0.16583123951776998,0.5032467532467533,0.3865000304923471,0.3307129303334237,0.22956423002341436,0.31343843749221306,0.2328656444442478,RF,integr8ly/installation
0.6197507886392645,0.15551233658952554,0.262391397426128,0.25917080871127723,0.21879259339509494,0.25453374204466506,0.7104772420561895,0.2744795077572241,0.2725867534788047,0.25950352740461285,0.17102443837114858,0.25045302029676003,NB,roots/trellis
0.7200932481444917,0.13283595031495296,0.3506426920365153,0.2485897217444841,0.1631542699724518,0.2811529020464967,0.0772797378060536,0.10802253949753736,0.09524690214248334,0.13980337595442732,0.04779031357951493,0.12595200389465572,LR,roots/trellis
0.8251568716548009,0.15350468477226384,0.6028676089310422,0.3180028884990281,0.3788082305004624,0.3305478294355005,0.5941865152391468,0.36629661235856537,0.404119516906489,0.29037293636646005,0.3639143508280088,0.3072003283710387,SVM,roots/trellis
0.7934529766417712,0.16300089237500973,0.5075870036854491,0.3298470412421274,0.6245808929632459,0.3418279131126173,0.6680310917153022,0.2848080517844609,0.5959167166729056,0.287670642344627,0.5590668584574917,0.31172808453811823,CART,roots/trellis
0.8962289189154375,0.10162960157915382,0.7580536946925304,0.2090771770865029,0.6967245989304813,0.3037854543383603,0.636945948788054,0.279964735103565,0.6338898277400952,0.2629813019692547,0.6017116648202524,0.2816696606084232,RF,roots/trellis
0.9751623376623378,0.09131850642366794,0.903939393939394,0.21905255542578705,0.8875,0.2368411915187052,0.9625,0.17275343701356569,0.9083333333333332,0.19702650695894816,0.910114749832616,0.1948681853704762,NB,fgci-org/fgci-ansible
0.9977272727272728,0.014193177269087271,0.9875,0.07806247497997998,0.9583333333333331,0.1479019945774904,1.0,0.0,0.9708333333333332,0.10466547239233727,0.9717658173198396,0.1010774496817118,LR,fgci-org/fgci-ansible
0.9977272727272728,0.014193177269087271,0.9875,0.07806247497997998,0.95,0.15,1.0,0.0,0.9666666666666666,0.1,0.9674199862463242,0.09774004126102738,SVM,fgci-org/fgci-ansible
0.9988636363636364,0.007096588634543643,0.9875,0.07806247497997998,0.9875,0.07806247497997998,1.0,0.0,0.9916666666666666,0.05204164998665332,0.9918549965615809,0.05086553016987441,CART,fgci-org/fgci-ansible
0.9977272727272728,0.014193177269087271,0.9875,0.07806247497997998,0.975,0.10897247358851686,1.0,0.0,0.9833333333333332,0.0726483157256779,0.983709993123162,0.07100649376571902,RF,fgci-org/fgci-ansible
0.9791666666666669,0.05511981898051229,0.9375,0.16535945694153692,0.9375,0.16535945694153692,1.0,0.0,0.9583333333333331,0.11023963796102462,0.9471687836487032,0.13977825992658047,NB,fgci-org/ansible-role-cuda
0.9166666666666669,0.1443375672974064,0.875,0.21650635094610965,0.8125,0.2420614591379636,1.0,0.0,0.875,0.16137430609197573,0.8415063509461096,0.20461442108845335,LR,fgci-org/ansible-role-cuda
1.0,0.0,1.0,0.0,0.875,0.21650635094610965,1.0,0.0,0.9166666666666666,0.14433756729740646,0.8943375672974064,0.18301270189221927,SVM,fgci-org/ansible-role-cuda
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,CART,fgci-org/ansible-role-cuda
1.0,0.0,1.0,0.0,0.75,0.25,1.0,0.0,0.8333333333333333,0.16666666666666669,0.7886751345948129,0.21132486540518708,RF,fgci-org/ansible-role-cuda
0.9404761904761904,0.09671474291233284,0.880952380952381,0.1934294858246657,0.880952380952381,0.1934294858246657,1.0,0.0,0.9238095238095236,0.12562767579307546,0.880952380952381,0.1934294858246657,NB,newrelic/infrastructure-agent-ansible
0.9523809523809524,0.11664236870396084,0.9404761904761904,0.1458029608799511,0.9523809523809524,0.11664236870396087,1.0,0.0,0.9714285714285714,0.0699854212223765,0.9523809523809524,0.11664236870396087,LR,newrelic/infrastructure-agent-ansible
1.0,0.0,1.0,0.0,0.880952380952381,0.1934294858246657,1.0,0.0,0.9238095238095236,0.12562767579307546,0.880952380952381,0.1934294858246657,SVM,newrelic/infrastructure-agent-ansible
0.9047619047619048,0.2332847374079217,0.9142857142857144,0.20995626366712955,0.8571428571428571,0.3499271061118826,0.8571428571428571,0.3499271061118826,0.8571428571428571,0.3499271061118826,0.7988216727908767,0.4927842489690254,CART,newrelic/infrastructure-agent-ansible
0.9523809523809524,0.11664236870396084,0.9404761904761904,0.1458029608799511,0.7142857142857143,0.4517539514526256,0.7142857142857143,0.4517539514526256,0.7142857142857143,0.4517539514526256,0.6559645299337339,0.5548024635526178,RF,newrelic/infrastructure-agent-ansible
0.7473304473304474,0.21929334043923387,0.2802590266875981,0.16060233545479002,0.21326530612244896,0.14424415749886624,0.8035714285714286,0.3800677973891565,0.3185374149659864,0.1896435426907009,0.2635676348384792,0.26000259374922696,NB,HanXHX/ansible-debian-bootstrap
0.863997113997114,0.2505584612168081,0.8170725108225109,0.27799411988262324,0.7857142857142857,0.36421567954234174,0.6964285714285714,0.3800677973891565,0.7071428571428571,0.3528070139830645,0.7033788940067087,0.3565481985899228,LR,HanXHX/ansible-debian-bootstrap
0.8414502164502163,0.2941678091976441,0.7956864564007422,0.2936544216178639,0.6428571428571429,0.4403152859263553,0.625,0.4506939094329986,0.6,0.4186144947778269,0.6041725448003595,0.4178671822444345,SVM,HanXHX/ansible-debian-bootstrap
0.9134199134199136,0.15856086423168333,0.7957875457875457,0.2933834986543525,0.8571428571428571,0.29450754468697576,0.8392857142857143,0.3219242210235705,0.8142857142857142,0.294045209166913,0.8186584975091515,0.2898137115455056,CART,HanXHX/ansible-debian-bootstrap
0.9027777777777778,0.2670033423619478,0.9030285190999476,0.25397582488547943,0.7619047619047619,0.36030347501003707,0.7678571428571429,0.3834091170282837,0.7285714285714285,0.3486611906282948,0.7307870945748303,0.34585379109892755,RF,HanXHX/ansible-debian-bootstrap
0.6953703703703704,0.19474863053056474,0.6016263135013135,0.2221859237902002,0.5042493386243386,0.22425721900222267,0.7829861111111109,0.32799968212448843,0.5949164261664261,0.2509921239216447,0.3347590478338054,0.3448238194113151,NB,HanXHX/ansible-nginx
0.8751984126984128,0.16544073884640031,0.8687430220242719,0.1559030376569871,0.790029761904762,0.2280450320083234,0.8260416666666667,0.228361115757072,0.7809750434750434,0.22414755988478727,0.6782055608023385,0.2999828010421999,LR,HanXHX/ansible-nginx
0.8715691137566136,0.15144316829596374,0.8606964736652237,0.18189822388923105,0.7094246031746031,0.3221805424749972,0.6774305555555555,0.3430230458617671,0.6727092352092351,0.3227198079191484,0.5394540494256121,0.4222064431028954,SVM,HanXHX/ansible-nginx
0.8659970238095238,0.1683349323177492,0.7927091427091426,0.2438836868011877,0.8315972222222222,0.2574804375734683,0.8371527777777777,0.2636765867491677,0.8130593943093943,0.2502983112945251,0.7370976330753806,0.3262447523877621,CART,HanXHX/ansible-nginx
0.9375661375661376,0.09605194501667004,0.9297895362739113,0.11921506683536233,0.9012896825396824,0.2062961384371118,0.7843749999999999,0.2759066755884302,0.806009731009731,0.2383622122310361,0.7543933329819626,0.2864497178728281,RF,HanXHX/ansible-nginx
0.8308881222943723,0.18160233748350807,0.5726648351648351,0.3447405136717976,0.546875,0.43498159084609545,0.5625,0.4284784125250653,0.5145833333333333,0.38693395036419903,0.5057085988197112,0.403087328728696,NB,lae/ansible-role-proxmox
0.940814393939394,0.14429329375592576,0.9169642857142856,0.1738092689985086,0.8229166666666666,0.2665934144181193,0.90625,0.19515618744994995,0.8125,0.19432039693935035,0.8206521228683175,0.1844507533495353,LR,lae/ansible-role-proxmox
0.9377367424242424,0.15033255785792474,0.9162660256410255,0.1750755441516886,0.7708333333333333,0.31663925319938885,0.84375,0.2914805954090255,0.7604166666666666,0.2633171804117612,0.7681247612348481,0.25924009857945435,SVM,lae/ansible-role-proxmox
0.8986378205128205,0.17058041528792064,0.7515338827838828,0.3154180826230859,0.7916666666666666,0.3461093276215864,0.8125,0.34798527267687634,0.7791666666666666,0.3263593367235978,0.7809046751072967,0.3253710300548994,CART,lae/ansible-role-proxmox
0.9732819264069263,0.06846758505199232,0.9140625,0.1807036485346934,0.8333333333333333,0.25,0.9375,0.16535945694153692,0.84375,0.18132182484926265,0.8502054156078858,0.1730758170586212,RF,lae/ansible-role-proxmox
0.8399971099748624,0.07340207769731599,0.2886499345871004,0.13393745206486266,0.2534957971321607,0.13240847471697198,0.968181818181818,0.10718023747774176,0.3872007671472911,0.1330318503483418,0.3871762563928681,0.12218164066085373,NB,openfun/arnold
0.9581567792951896,0.08602790182338615,0.8708958217265633,0.20087886957724102,0.8014718614718614,0.21509059560685068,0.9563636363636364,0.13316242489891314,0.8486708506804201,0.17384391355585818,0.8416586836235574,0.17764333140730298,LR,openfun/arnold
0.9593201588245576,0.09841322518196964,0.8933163161659442,0.19884873687478768,0.8036363636363637,0.3324183033087312,0.7621212121212121,0.3131858864141803,0.7667243867243867,0.3036524891367543,0.7594474818025759,0.3100705365184401,SVM,openfun/arnold
0.9641485866366608,0.08856273675804127,0.8908502331002333,0.2080521313583973,0.9127272727272726,0.20030188419421796,0.9436363636363636,0.1665299714914966,0.9186724386724386,0.1773150837310831,0.9128944373544938,0.18508342716279086,CART,openfun/arnold
0.9953002893022656,0.012697401721675732,0.9793398268398268,0.058376571210252026,0.9318181818181818,0.1933822489652968,0.9472727272727272,0.16108105859478494,0.9321067821067822,0.1699913578172713,0.928656332405886,0.17435964863019088,RF,openfun/arnold
0.7719687145201484,0.19772982812243656,0.1627192305944134,0.13308866966649935,0.13125816128787265,0.10476011675690046,0.715625,0.33609371367968194,0.2103001958035617,0.1575291064352518,0.2630198916603105,0.16521068639666858,NB,NVIDIA/deepops
0.8883600270839933,0.12767570627131852,0.4815254050773751,0.3209206710092813,0.06776177237761412,0.03652849476987242,0.8875,0.15155444566227674,0.12263625144595484,0.06218878778788675,0.1860572331693503,0.06505428436419107,LR,NVIDIA/deepops
0.9180835132893456,0.06709578584722872,0.4407042525964848,0.2291995539279661,0.1626772502594871,0.1217545215098526,0.715625,0.33609371367968194,0.250111518430484,0.17336757752730286,0.3025910744820271,0.17511376035582438,SVM,NVIDIA/deepops
0.8225866972453663,0.1480577877444165,0.3716872568913408,0.3219013966634892,0.4949252136752137,0.31365879733440066,0.6625,0.2923503890881625,0.5170024420024419,0.2693580012036628,0.5326775130880202,0.2655920192120777,CART,NVIDIA/deepops
