id,full_name,comments_ratio,commit_frequency,core_contributors,has_ci,has_license,iac_ratio,issue_frequency,release_count,repository_size
36286172,elnappo/ansible-role-prosody,0.2106,0.56,4,True,True,0.5625,0.05,5,341
28715877,elnappo/ansible-role-quassel-core,0.0172,0.33,3,True,True,0.5714,0,4,171
29060068,elnappo/ansible-role-secure-openssh-server,0.0151,0.53,2,True,False,0.6429,0,6,327
98569867,elnebuloso/docker-ansible,0.0159,2.94,3,False,True,0.2667,0,8,124
154172251,entanet-devops/salt,0.0714,0.45,2,False,False,0.75,0,3,52
145096631,entercloudsuite/ansible-consul,0.0326,1.56,1,True,True,0.75,0,5,624
156935893,ericsysmin/ansible-role-gcloud,0.0312,1.56,1,True,True,0.6957,0,2,341
67443303,ernestas-poskus/ansible-prometheus,0.0354,5.05,2,True,True,0.7045,0,39,14728
161669686,ESGF/esgf-ansible,0.1456,36.35,2,False,False,0.7786,0.59,9,3356
68972872,eugene-sy/playwright,0.0488,2.83,1,True,True,0.05,0,3,2144
53876222,eumel8/ansible-otc,0.097,10.37,1,True,True,0.3623,0.04,7,2114
163868741,evalytica/ansible-github-actions,0.051,1.3,1,False,True,0,0,4,93
167637903,evandam/evandam.conda,0.1187,4.58,3,True,True,0.3333,0.1,3,438
41480840,evrardjp/ansible-keepalived,0.4578,3.02,7,False,True,0.7143,0.03,43,694
18811081,f500/ansible-project_deploy,0.2649,1.13,4,False,False,0.5,0,25,308
189781643,fabianoflorentino/code-infra,0.0083,8.23,3,False,False,0.6303,0,8,10893
37154906,fboender/ansible-cmdb,0.2118,7.86,2,False,True,0.0179,0.59,32,39609
91699290,fcsonline/drill,0.0211,5.42,2,True,True,0.1961,0.93,7,1766
92536360,FELDSAM-INC/ansible-one-inv,0.3145,0.5,1,False,True,0,0,4,85
51394143,fgci-org/ansible-role-lustre_client,0.3306,1.25,4,False,True,0.625,0,6,322
42441531,fgci-org/fgci-ansible,0.1476,23.86,5,True,True,0.6354,1.29,65,1918
176794131,Flaconi/ansible-role-helm,0.1391,1.07,1,True,True,0.5185,0,11,582
133057520,Flaconi/ansible-role-kops,0.2195,4.1,2,True,False,0.7097,0,6,864
55308698,FlatKey/ansible-firewalld-role,0,1.04,3,False,True,0.6667,0.04,11,175
115824369,florianutz/Ubuntu1604-CIS,0.0119,2.38,2,True,True,0.7885,0.06,5,4820
161541176,florianutz/Ubuntu1804-CIS,0.0115,3.45,2,True,True,0.7885,0.52,7,5668
197494387,flowerysong/ansible-sensu-go,0.0596,3.75,1,False,False,0.2692,0,2,2728
67722864,folio-org/folio-ansible,0.0149,34.41,4,False,True,0.4889,0,7,44613
176838285,fortinetps/ansible_fortigate_remote_console,0.1486,1.2,2,False,True,0.0625,0,2,825
100011735,freeipa/ansible-freeipa,0.1216,22.9,2,False,False,0.6715,6.72,10,37823
36947866,FreifunkBremen/ansible,0.0259,12.22,6,False,False,0.4099,0.34,2,7229
76622651,fubarhouse/ansible-role-golang,0.0202,8.62,1,True,True,0.8333,0.79,19,775
110822083,fubarhouse/ansible-role-rust,0.0228,4.31,1,True,True,0.7778,0.23,4,385
23633237,galaxyproject/ansible-galaxy,0.1107,2.93,6,True,False,0.7857,0.15,30,1310
29985402,galaxyproject/ansible-galaxy-os,0.0455,1.53,6,True,True,0.5833,0.1,4,462
39786045,galaxyproject/ansible-galaxy-tools,0.0391,2.78,4,True,True,0.68,0.67,5,1620
23654038,galaxyproject/ansible-pulsar,0.1489,0.79,3,False,False,0.8889,0,14,446
167735681,galaxyproject/ansible-slurm,0.1071,0.56,1,False,False,0.875,0,7,325
29971156,galaxyproject/ansible-trackster,0.0526,0.39,2,False,True,0.5,0,2,72
143513876,gantsign/ansible_role_antigen,0.0433,1.74,1,True,True,0.4694,0,6,951
144765940,gantsign/ansible_role_antigen_bundles,0.0328,1.38,1,True,True,0.381,0,3,590
145280182,gantsign/ansible_role_backup,0.0638,0.96,2,True,True,0.4,0,3,411
150581655,gantsign/ansible_role_bat,0.0443,1.4,1,True,True,0.3529,0,6,388
146173382,gantsign/ansible_role_ctop,0.0365,1.35,1,True,True,0.375,0,4,554
150562263,gantsign/ansible_role_fd,0.0466,1.24,1,True,True,0.3529,0,5,368
144414204,gantsign/ansible_role_git_credential_manager,0.0535,1.81,1,True,True,0.4444,0,7,672
146192067,gantsign/ansible_role_git_user,0.0332,1.31,1,True,True,0.3571,0,2,670
144564452,gantsign/ansible_role_hub,0.0355,2,1,True,True,0.4048,0,18,679
150095930,gantsign/ansible_role_intellij_jdks,0.0296,1.28,1,True,True,0.2941,0,2,720
147928004,gantsign/ansible_role_kompose,0.0463,1.32,1,True,True,0.3611,0,4,494
150976281,gantsign/ansible_role_kops,0.0446,1.68,1,True,True,0.3611,0,12,471
145876861,gantsign/ansible_role_minikube,0.0353,2.37,1,True,True,0.3659,0,25,574
147944724,gantsign/ansible_role_pipenv,0.0401,1.2,1,True,True,0.3333,0,2,335
144993921,gantsign/ansible_role_sdkman,0.0424,1.38,1,True,True,0.4186,0,4,722
145205497,gantsign/ansible_role_sdkman_init,0.0242,1.35,1,True,True,0.4898,0.38,2,645
150950531,gantsign/ansible_role_timezone,0.0457,1,1,True,True,0.3529,0,2,376
62876623,gantsign/ansible-role-apt,0.0892,1.52,1,True,True,0.3214,0,7,194
62664227,gantsign/ansible-role-atom,0.0299,1.71,1,True,True,0.375,0,10,357
72860399,gantsign/ansible-role-atom-packages,0.0478,1.12,1,True,True,0.3214,0,3,219
67330347,gantsign/ansible-role-default-web-browser,0.0581,1.26,1,True,True,0.4,0,6,389
69747477,gantsign/ansible-role-gnome-proxy,0.1702,1.24,1,True,True,0.3214,0,3,273
72764819,gantsign/ansible-role-golang,0.1509,3.52,1,True,True,0.8705,0,44,1137
69007118,gantsign/ansible-role-inotify,0.0419,1.27,1,True,True,0.3429,0,4,412
62698898,gantsign/ansible-role-intellij,0.0784,5.21,2,True,True,0.8507,0,97,2632
72837377,gantsign/ansible-role-intellij-plugins,0.0381,1.92,1,True,True,0.3784,0,15,682
65627377,gantsign/ansible-role-java,0.0454,4.45,1,True,True,0.5455,0.04,40,1431
62658841,gantsign/ansible-role-keyboard,0.0574,1.77,2,True,True,0.3529,0,9,345
72949203,gantsign/ansible-role-kubernetes,0.0942,1.31,1,True,True,0.4048,0,5,452
56260473,gantsign/ansible-role-lightdm,0.0843,1.73,1,True,True,0.3333,0,13,315
65609600,gantsign/ansible-role-maven,0.0645,2.88,1,True,True,0.5625,0,25,913
58157093,gantsign/ansible-role-maven-notifier,0.0397,2.22,1,True,True,0.5738,0,15,701
66017610,gantsign/ansible-role-oh-my-zsh,0.0769,2.1,1,True,True,0.3548,0,11,396
66655023,gantsign/ansible-role-pin-to-launcher,0.1215,1.82,1,True,True,0.3714,0,10,470
73462817,gantsign/ansible-role-postman,0.0662,1.35,1,True,True,0.3214,0,7,268
66775980,gantsign/ansible-role-terminator,0.0571,1.14,1,True,True,0.2963,0,4,165
62962594,gantsign/ansible-role-visual-studio-code,0.0452,3.42,1,True,True,0.3966,0.06,63,888
72853459,gantsign/ansible-role-visual-studio-code-extensions,0.0508,1.88,1,True,True,0.3902,0,10,710
39239870,gatblau/neus,0.1661,15.47,1,False,True,0.4573,0,11,8572
90181441,gcoop-libre/ansible-role-suitecrm,0.0198,1.23,2,False,False,0.8182,0,11,247
17390170,geerlingguy/ansible-role-firewall,0.0131,1.43,2,False,True,0.6667,0.16,30,226
59944462,gforcada/ansible-compile-python,0.0328,2.09,2,True,False,0.7059,0.12,33,531
40538342,gluster/gdeploy,0.1125,20.33,3,False,True,0.3228,0.87,46,9596
159518616,goodrain/rainbond-ansible,0.0911,34.71,5,True,True,0.7494,0.39,9,12944
23397594,Graylog2/graylog-ansible-role,0.0356,4.35,4,True,True,0.7059,0.25,26,1111
26034538,griggheo/ansible-consul-template,0.0772,1.13,8,False,True,0.6,0,9,311
40834115,GROG/ansible-role-management-user,0.0541,0.58,1,True,True,0.625,0,13,175
40204741,GROG/ansible-role-package,0.2557,0.46,1,True,True,0.8,0.02,7,259
155630158,GROG/terraform-null-ansible-lifecycle-role,0.2174,1.42,2,False,True,0.2222,0,8,252
150402986,grzegorznowak/ansible-nvm-node,0.058,1.88,2,False,False,0.5238,0,8,406
149320717,grzegorznowak/ansible-redis,0.0277,1.58,2,False,False,0.5667,0,12,457
107861172,guillaumebriday/traefik-docker-ansible,0.0132,3.33,1,False,True,0.6364,0,2,149
200037974,hadret/ansible-role-containers,0.0748,7,3,True,True,0.8571,0.29,4,334
176682343,hadret/ansible-role-restic,0.116,1,2,True,True,0.8,0.21,3,259
106412847,haidaraM/vagrant-to-ansible-inventory,0.2189,1.4,1,True,True,0.125,0,7,264
148769026,hamburger-software/ansible-role-vmware_ubuntu_cloud_image,0.0219,1.96,1,False,True,0.5833,0,6,313
38866407,HanXHX/ansible-debian-bootstrap,0.0788,2.81,2,True,True,0.7778,0.15,21,713
38942982,HanXHX/ansible-mysql,0.0796,2.3,2,True,True,0.6977,0.14,3,613
39130147,HanXHX/ansible-nginx,0.0573,5.47,2,True,True,0.7414,0.24,33,1745
39555910,HanXHX/ansible-php,0.0109,1.64,2,True,True,0.8065,0,10,728
87119090,haxorof/ansible-role-docker-ce,0.0595,7.41,1,False,True,0.75,0.32,40,3401
74956831,haxorof/ansible-role-hashicorp-tools,0.0755,1.67,2,True,True,0.5128,0,10,930
63065079,hellofresh/ansible-rabbitmq,0.1567,0.63,4,True,True,0.6818,0,9,1109
161312009,Hendrik44/docker-ansible-molecule,0.0571,1.79,2,False,False,0,0,13,33
132178404,HewlettPackard/hpe3par_ansible_module,0.1221,0.79,2,True,False,0.5373,1.18,2,14703
41844980,HewlettPackard/oneview-ansible,0.1608,42.22,14,True,True,0.3717,0.3,13,41601
131919455,HewlettPackard/oneview-ansible-samples,0.1366,1.04,2,False,True,0.375,0,2,1011
121695132,hg8496/ansible-hcloud-inventory,0.12,1.6,4,False,True,0,0,5,132
99909486,hispanico/ansible-nginx-revproxy,0.0064,1.92,4,True,True,0.8,0,8,620
127506848,Huawei/Server_Management_Plugin_Ansible,0.3522,1.58,2,False,False,0.3494,0,7,5256
138729566,humio/ansible-server,0.0897,5.59,4,False,False,0.7059,0,45,426
133032801,IBM/ansible-role-infosvr,0.3942,13.82,1,False,True,0.9534,0.29,44,5708
137233128,IBM/ansible-role-infosvr-import-export,0.2118,15.52,1,False,True,0.5,0.23,29,5634
133032624,IBM/ansible-role-infosvr-metadata-asset-manager,0.4565,3.62,1,False,True,0.9231,0,20,1118
106312673,IBM/osslm-ansible-resource-manager,0.2179,3.68,1,False,True,0.2381,0.26,12,3629
131996937,Icinga/ansible-icinga2,0.0113,1.93,3,False,True,0.6562,2.17,2,702
115113358,idealista/consul_role,0.0307,3,4,True,True,0.8085,0.83,10,1263
178378390,idealista/elasticsearch_role,0.0474,4.67,3,True,True,0.6667,0.2,7,1086
84817801,idealista/grafana_role,0.027,1.4,4,True,True,0.6875,0.42,6,720
76857031,idealista/java_role,0.0532,7.82,5,True,True,0.7333,0.04,21,1032
84809912,idealista/mysql_role,0.0358,2.77,4,True,True,0.7347,0.19,12,1267
133779178,idealista/nexus-role,0.0394,3.66,4,True,True,0.5517,0.03,9,2363
78723507,idealista/nginx_role,0.0248,3.61,3,True,True,0.7059,0.4,19,905
101870333,idealista/prom2teams_role,0.0335,2.39,4,True,True,0.6333,0,11,634
83359854,idealista/prometheus_alertmanager_role,0.0259,1.56,3,True,True,0.5294,0.29,5,716
125382158,idealista/prometheus_mysqld_exporter_role,0.0488,1.2,2,True,True,0.6296,0.6,3,663
84813341,idealista/prometheus_node_exporter_role,0.0408,2.31,5,True,True,0.7568,0,16,893
86368496,idealista/prometheus_redis_exporter_role,0.0379,1.32,3,True,True,0.6071,0,5,685
84816082,idealista/prometheus_server_role,0.0195,1.97,4,True,True,0.6829,0.09,13,903
88843701,idealista/redis_role,0.0395,6.66,3,True,True,0.7273,0.11,19,1167
166391422,idealista/rsyslog_role,0.0765,2.59,3,True,True,0.5926,0,7,567
77052305,idealista/solrcloud-role,0.1472,5.5,4,True,True,0.1912,0.13,21,7903
111905129,idealista/vips_role,0.044,0.76,3,True,True,0.6667,0,2,239
77050574,idealista/zookeeper_role,0.0451,3.81,5,True,True,0.7353,0.12,15,720
62036371,indigo-dc/ansible-role-galaxycloud,0.1453,11.1,1,True,False,0.9153,0,5,1529
84540901,indigo-dc/ansible-role-galaxycloud-refdata,0.1523,7.21,1,True,False,0.8947,0,4,345
138125771,indigo-dc/ansible-role-indigovr,0.0342,2.33,3,True,False,0.8696,0,2,395
46574024,infOpen/ansible-role-docker,0.0682,3.25,4,True,True,0.6047,0.05,13,874
42964425,infOpen/ansible-role-fail2ban,0.1033,2.76,3,True,True,0.7,0.12,3,816
42817900,infOpen/ansible-role-ntp,0.0891,3.08,2,False,True,0.5758,0.05,2,562
45729989,infOpen/ansible-role-openjdk-jdk,0.0524,2.89,2,False,True,0.5517,0.03,2,416
47791721,infOpen/ansible-role-vsftpd,0.102,3.21,5,True,True,0.5385,0,14,1127
48002389,infOpen/cookiecutter-ansible-role,0.066,9.73,3,False,True,0.3333,0,48,679
189268761,InformaticsMatters/ansible-galaxy-cloud,0.2013,23.78,1,True,True,0.7917,0,7,1857
62701692,infothrill/ansible-role-cherrymusic,0.0448,1.12,1,True,True,0.5833,0,2,320
115184071,infothrill/ansible-role-datadog-check-lynis,0.0395,1.92,2,True,True,0.5652,0,5,365
97639567,infothrill/ansible-role-datadog-check-nsd,0.0525,1.82,2,True,True,0.5417,0,5,361
87769793,infothrill/ansible-role-hd_idle,0.0464,1.32,2,True,True,0.6364,0.02,8,349
131622185,infothrill/ansible-role-lynis,0.0366,2.68,2,True,True,0.6522,0,7,316
62779204,infothrill/ansible-role-monitorix,0.0409,1.49,2,True,True,0.6364,0,7,258
151775050,infothrill/ansible-role-nullmailer,0.0544,2.52,3,True,True,0.5,0,4,226
69904448,infothrill/ansible-role-rpi-boot-config,0.0464,0.86,3,True,True,0.619,0,5,185
140755829,infothrill/ansible-role-runit,0.0478,1.29,3,True,True,0.6923,0,3,299
262424053,inkatze/dotfiles,0.1178,10.2,1,False,True,0.102,0,24,1295
39654623,inkatze/wildfly,0.0095,1.07,4,True,True,0.6296,0.39,7,836
96099788,instana/instana-agent-ansible,0.2325,0.75,4,True,True,0.72,0,2,307
172536258,integr8ly/ansible-tower-configuration,0.0336,22.93,4,False,False,0.7791,0,7,4510
142424316,integr8ly/installation,0.0453,84.07,15,True,False,0.9134,23.96,90,9493
111745915,intel/container-experience-kits,0.0564,3.25,2,False,True,0.8095,0,4,49864
95902749,inteos/IBAdmin,0.1288,5.26,1,True,True,0.0006,0.21,5,186803
84238635,ionos-enterprise/profitbricks-module-ansible,0.1029,2.86,3,False,False,0.4651,0,6,5475
115402450,iopsgroup/imoocc,0.2358,0.32,1,False,True,0.0023,0.26,2,73472
110171700,Islandora-Devops/ansible-role-alpaca,0,0.84,2,False,True,0.75,0.51,8,237
110173045,Islandora-Devops/ansible-role-blazegraph,0.1915,0.42,4,True,True,0.619,0,5,342
110173455,Islandora-Devops/ansible-role-crayfish,0.0311,1.68,3,True,True,0.8571,0.4,20,530
110145060,Islandora-Devops/ansible-role-fcrepo,0.1957,0.67,4,False,True,0.5294,0,6,444
110166027,Islandora-Devops/ansible-role-fcrepo-syn,0.0682,0.51,3,False,True,0.4545,0,5,246
110167837,Islandora-Devops/ansible-role-karaf,0.0409,0.38,3,True,True,0.6,0,4,446
37339927,iterateco/ansible,0.1196,5.48,1,False,True,0.9532,0,52,2562
47978803,izanami-team/IZANAMI,0.0253,3.43,3,False,True,0.8333,0.02,8,1964
219737915,jaimesf/ansible-webtools-installer,0.0239,2,1,False,False,0.7182,0,2,1922
128169246,jamesla/ansible-windows-java,0,0.32,2,False,False,0.75,0,2,49
122892174,jaredledvina/sensu-go-ansible,0.0314,28.06,2,True,True,0.6792,0.27,9,2099
138712039,jasonheecs/docker-ansible-kitchenci,0.0057,0.68,1,True,True,0.087,0,4,347
128812975,javiergayala/ansible-role-filebeat,0.0253,1.13,2,True,False,0.6667,0,7,462
127453705,javiergayala/ansible-role-kibana,0.0344,0.52,2,True,False,0.6,0,3,365
155490027,jborean93/ansible-role-win_openssh,0.0182,0.67,1,True,True,0.6087,0,2,755
133882455,jborean93/PowerShell-AnsibleVault,0.2677,1.26,3,True,True,0.1163,0.03,3,1409
18198998,jcalazan/ansible-django-stack,0.0647,2.71,6,True,True,0.8077,0.91,2,1244
16508745,jdauphant/ansible-role-ssl-certs,0.2566,0.74,4,True,True,0.7,0,17,255
214815012,JGoutin/ansible_home,0.0421,11.69,1,False,True,0.7111,1.08,5,3894
61132741,Jimdo/ansible-fastly,0.0039,5.46,3,True,True,0.4848,0.23,20,16108
101707000,jmunixusers/cs-vm-build,0.1589,13.76,3,False,True,0.6053,0.71,6,2599
16036646,jnv/ansible-role-unattended-upgrades,0.2817,0.92,3,True,True,0.6364,0.6,16,306
20051478,johanmeiring/ansible-sftp,0.0759,1.4,6,True,True,0.3158,0.21,21,426
136237046,jonathanmorgan/ansible-patterns,0.3068,3.38,2,False,True,0.9375,0,3,1749
81802109,jradtilbrook/ansible-role-pgbouncer,0.2237,0.58,1,True,True,0.6154,0,5,177
46561487,jshmrtn/fuel,0.0122,1.39,2,False,True,0.5385,0.23,17,646
16183015,Juniper/ansible-junos-stdlib,0.3325,8.06,9,False,True,0.1477,4.86,22,7444
20146312,k1LoW/emacs-ansible,0.1822,0.87,6,False,True,0,0.26,6,220
76637791,kairen/kube-ansible,0.0051,7,3,True,True,0.8945,0.26,6,13597
124552404,kevincoakley/ansible-role-citus,0.0508,1.7,1,False,False,0.8421,0,8,392
58777453,kevincoakley/ansible-role-docker,0.0727,1.2,1,True,False,0.7692,0,5,255
46526625,kevincoakley/ansible-role-neo4j,0.0649,1.23,2,False,False,0.7857,0,6,288
64872847,kevincoakley/ansible-role-prometheus-node-exporter,0.0582,1.22,2,False,False,0.8182,0,11,178
76508605,kevincoakley/ansible-role-user,0.0991,0.41,1,True,False,0.75,0,3,191
62921315,kevincoakley/ansible-role-zeppelin,0.073,2.08,1,True,False,0.8333,0,10,368
115199579,kewlfft/ansible-aur,0.0927,4.56,4,False,True,0.25,0.23,6,274
78658768,kibatic/ansible-traefik,0.0462,2.02,2,True,True,0.5333,0.2,15,165
151719549,kitt1987/simple-kubernetes,0.0138,6.74,2,False,True,0.8511,0,5,1859
203009939,kriansa/ansible-bundler,0.1625,2.91,1,False,True,0,0.07,11,304
197391953,ksandermann/cloud-toolbox,0.1114,2.88,1,False,True,0,0,17,367
87612854,kso512/ansible-install-mpd,0.0743,3.27,1,True,True,0.6429,0,22,511
100727328,kso512/install-check_mk-client,0.0608,4.41,2,True,True,0.8235,0,28,757
92309562,kso512/install-check_mk-server,0.113,3.88,2,True,True,0.6875,0,32,408
126311840,kubevirt/ansible-kubevirt-modules,0.064,8.78,5,True,True,0.4911,0,2,3201
103531813,kubevirt/kubevirt-ansible,0.2109,21.74,6,False,True,0.062,0.14,24,309025
85487867,Kwpolska/ansible-nginx-uwsgi,0.0131,0.89,1,False,True,0.4091,0,11,453
81477843,lae/ansible-role-netbox,0.0361,8.21,1,True,True,0.7037,0.71,59,1148
68048671,lae/ansible-role-proxmox,0.0526,5.68,2,True,True,0.5625,1.06,20,2541
204366671,launchdarkly-labs/ansible-launchdarkly-collection,0.0353,7,2,False,True,0.1626,0.08,2,7687
171251090,lean-delivery/ansible-modules-aem,0.1689,2.64,2,True,True,0.1111,0,3,1565
171946118,lean-delivery/ansible-molecule-drivers,0.0147,2.38,2,False,True,0.6667,0,3,1073
170286463,lean-delivery/ansible-role-aem-dispatcher,0.0486,18.27,2,True,True,0.8864,0.18,4,685
169718970,lean-delivery/ansible-role-aem-node,0.0365,5.36,2,True,True,0.9074,0.09,3,1876
144986049,lean-delivery/ansible-role-docker,0.1354,0.62,3,True,True,0.8333,0,7,600
166202903,lean-delivery/ansible-role-filebeat,0.0081,0.83,1,True,True,0.8421,0.29,3,854
145731341,lean-delivery/ansible-role-gitlab-runner,0.0124,0.73,3,True,True,0.8235,0,8,1116
142042918,lean-delivery/ansible-role-hybris-bootstrap-node,0.0079,1.39,4,True,True,0.7353,0.17,8,749
139833681,lean-delivery/ansible-role-java,0.0137,2.04,3,True,True,0.9677,0.04,32,7553
149426990,lean-delivery/ansible-role-jenkins,0.1243,1.33,4,True,True,0.9121,0.55,10,3163
161757428,lean-delivery/ansible-role-jenkins-slave,0.0067,1.94,3,True,True,0.8571,0.68,3,1045
143075933,lean-delivery/ansible-role-mysql,0.0565,0.67,2,True,True,0.8571,0.52,5,1937
183440972,lean-delivery/ansible-role-solr-cluster,0.0097,11.6,4,True,True,0.8125,0,2,813
151056757,lean-delivery/ansible-role-solr-hybris-config,0.0144,0.92,5,True,True,0.8205,0.17,6,1095
142212182,lean-delivery/ansible-role-sonarqube,0.0413,3.77,2,True,True,0.7059,0.22,22,1206
167552318,lean-delivery/ansible-role-zookeeper,0.0016,1.1,3,True,True,0.9074,0,6,1221
125215889,lenovo/ansible-role-lxca-config,0.0932,0.88,2,False,True,0.8529,0,3,1742
125214935,lenovo/ansible-role-lxca-inventory,0.14,0.83,2,False,True,0.8,0.04,4,1100
125212958,lenovo/ansible.lenovo-lxca,0.302,4.82,3,False,True,0.4348,0.04,2,1299
127737971,lexa-uw/ansible-role-letsencrypt,0.0192,0.58,3,False,True,0.375,0,3,204
106801353,lexa-uw/docker-ansible,0,1.33,1,False,False,0,0,33,20
59626639,lfbear/ansible-api,0.1306,3.48,4,False,True,0,0,8,759
222430768,lgphone/ansible-k8s-manager,0.0209,0,1,False,True,0.378,0,3,935
190265689,libre-ops/metabase,0,1.18,2,False,True,0.8571,0.29,5,257
24493024,liip/drifter,0.0861,13.03,6,False,True,0.687,0.68,32,3735
79802979,likg/ansible-role-csf,0.0727,1.84,1,True,True,0.9048,0,14,459
94791639,lindahu1/ansible-common-base,0.0672,1.56,2,True,True,0.7895,0,2,680
90732536,linux-system-roles/firewall,0.2714,0.57,3,True,False,0.2821,0,3,1192
89694026,linux-system-roles/network,0.1121,9.71,3,True,True,0.6452,10.37,7,9062
155397698,linux-system-roles/sap-hana-preconfigure,0.2033,8.65,3,False,True,0.9342,0.71,2,1713
150624995,linux-system-roles/storage,0.1156,8.19,3,True,True,0.6306,7.04,7,5966
89498475,linux-system-roles/timesync,0.2302,2.19,5,True,False,0.5672,1.3,4,1465
204075787,locationlabs/ansible-role_cumulus,0.1181,2,1,False,True,0.7,0,3,381
89790220,logan2211/ansible-openvpn,0.2523,0.82,2,True,True,0.7812,0,2,812
35303865,louim/bedrock-site-protect,0.0197,0.62,4,False,False,0.75,0.09,4,149
107088645,lrk/ansible-role-flyway,0.2675,1.46,3,True,True,0.6786,0,5,682
105358023,lrk/ansible-role-sonarqube,0.3178,1.35,2,True,True,0.6957,0.16,9,395
102950292,lrk/ansible-role-tdagent,0.2115,1.15,2,True,False,0.6667,0,2,179
123821841,Luciditi/devbook,0.174,3.76,1,True,True,0.55,0.08,12,750
53529069,ludwig-gramberg/ansible-lxc-server,0.0235,4.36,1,False,False,0.8912,0,8,1663
173976784,lvps/389ds-server,0.0887,3.59,4,True,True,0.5417,0,2,1705
98467807,m4rcu5nl/ansible-role-zerotier,0.1272,2.78,2,True,True,0.7647,0.05,9,302
119022477,magenta-aps/OpenDESK,0.1594,45.22,7,False,True,0.0003,0.07,40,43942
236324756,mailcow/mailcow-integration-tests,0.0378,11.56,1,False,False,0.7867,0,8,3154
62733701,manala/manalize,0.2908,6.13,3,True,True,0.1866,0.88,18,2844
158687714,marcinbojko/linux_mint,0.0182,2.5,1,True,False,0.3333,0.08,32,2917
241389085,marcobellaccini/nanvault,0.1124,54,2,False,True,0.1429,0,2,869
81655822,markosamuli/ansible-aws-tools,0.0792,2.06,1,True,True,0.4783,0,4,1093
106191581,markosamuli/ansible-nvm,0.0586,3.03,1,True,True,0.4474,0,7,643
106179543,markosamuli/ansible-pyenv,0.06,7.69,1,True,True,0.4746,0.39,16,2101
23205345,mattfinlayson/ansible-consul,0.0105,10.87,17,False,True,0.5205,0.68,10,1130
153189733,mawalu/wireguard-private-networking,0.0186,2.2,2,False,True,0.6667,0.04,6,317
184284114,MeilleursAgents/terraform-provider-ansiblevault,0.0445,12.11,3,True,True,0.2128,0.89,7,1031
128184455,micado-scale/ansible-micado,0.0908,24.19,4,False,True,0.5759,0.1,10,7724
24385548,michaelrigart/ansible-role-interfaces,0.1217,1.64,4,True,True,0.8529,0.23,5,1111
30269524,migibert/orientdb-role,0.0013,1.49,3,False,True,0.5833,0,10,1484
30535568,migibert/stunnel-role,0.0212,0.31,4,False,True,0.8182,0.03,2,185
30474471,migibert/terraform-role,0.0219,0.44,2,False,True,0.7273,0,5,134
101293994,mimacom/ansible-role-bamboo,0.0836,2.72,2,True,True,0.75,0.09,4,252
63640766,MindPointGroup/RHEL7-STIG,0.06,10.17,4,True,True,0.4167,1.29,9,8790
125610493,mklettner/ansible-role-graylog-collector,0.3452,2.55,2,True,True,0.6429,0,5,698
86287291,MLTSHP/mltshp,0.1313,7.61,2,False,True,0.0069,8.23,2,21471
54410093,monome/ansible,0.0757,5.43,4,True,True,0.0196,0.09,15,10493
150551421,moshloop/ansible-provision,0.0696,12.77,1,True,False,0.3125,0,35,5311
76754655,mprahl/ansible-role-lets-encrypt-route-53,0.0043,1.33,2,False,False,0.625,0,14,466
40162123,mrlesmithjr/ansible-base,0.0584,1.22,1,True,True,0.619,0,3,936
39904806,mrlesmithjr/ansible-dnsmasq,0.0908,1.52,3,True,True,0.619,0.15,2,1181
85155543,mrlesmithjr/ansible-gitlab-runner,0.0667,0.68,1,True,True,0.6154,0,2,728
89368193,mrlesmithjr/ansible-k8s,0.1962,1.91,1,False,True,0.75,0.05,2,2122
45436148,mrlesmithjr/ansible-manage-lvm,0.0751,2,3,True,False,0.5476,0.59,6,924
89751137,mrlesmithjr/ansible-netdata,0.0937,2.43,3,True,True,0.6377,0.58,7,1393
129637254,mrlesmithjr/ansible-netplan,0.4313,1.41,3,True,False,0.5,0.17,2,182
97176096,mrlesmithjr/ansible-nginx-load-balancer,0.0569,0.91,1,True,True,0.6111,0,2,1077
120697318,mrlesmithjr/ansible-rpi-k8s-cluster,0.1504,4.79,1,False,True,0.7407,0.34,4,4049
39980110,mrlesmithjr/ansible-rsyslog,0.1297,0.79,4,True,True,0.6275,0.07,2,725
39902026,mrlesmithjr/ansible-rundeck,0.1775,1.38,4,True,True,0.7586,0.08,2,329
55463265,mrlesmithjr/ansible-shorewall,0.0717,1.26,2,True,True,0.6849,0.09,6,1127
20755256,mtchavez/ansible-influxdb,0.0324,2.59,3,True,True,0.5667,0.1,18,657
87953916,mwolff44/ansible-kamailio-mw,0.1369,2.39,2,True,True,0.5357,0.06,9,353
81999200,naftulikay/ansible-role-degoss,0.1792,2.16,2,True,True,0.3429,0.16,23,1150
98383822,naftulikay/ansible-role-rust-dev,0.0105,1.46,1,True,True,0.6765,0,15,376
49192168,napalm-automation/napalm-ansible,0.098,4.81,4,True,True,0.2526,0.05,9,1906
133087574,NationalSecurityAgency/datawave-muchos,0.1102,0.92,2,False,True,0.6329,0,2,1559
153739934,naturalis/ansible-opnsense,0.0621,9.23,1,False,False,0.9615,0.23,5,634
116499753,nbering/terraform-inventory,0.1438,4.12,1,False,True,0,0.03,8,649
144028994,ndlib/marble-blueprints,0.0961,24.52,6,False,True,0.0139,0.04,26,4714
82071885,neikei/vagrant-debian-ansible-lemp,0.1116,2.61,1,True,True,0.5429,0,2,581
